"","l","BF","PPI","pval","time"
"Gene1655",0,0.13610929075445,0,0.601847397004824,13.372066
"Gene1656",0,0.175411473519563,0,0.553647649020124,13.372066
"Gene1657",0,0,0,0.99,13.372066
"Gene1658",0,0,0,0.99,13.372066
"Gene1659",0,0,0,0.99,13.372066
"Gene1660",0,0.262198269678333,0,0.468972245190016,13.372066
"Gene1661",0,0,0,0.99,13.372066
"Gene1662",0,0.0211420681337245,0,0.837079107085904,13.372066
"Gene1663",0,0.071365848151828,0,0.70558029823557,13.372066
"Gene1664",0.0535250359708594,0.741926759805426,0.06,0.223172575361661,13.372066
"Gene1665",0,0,0,0.99,13.372066
"Gene1666",0,0,0,0.99,13.372066
"Gene1667",0,0,0,0.99,13.372066
"Gene1668",0,0,0,0.99,13.372066
"Gene1669",0,0,0,0.99,13.372066
"Gene1670",0,0,0,0.99,13.372066
"Gene1671",0,0,0,0.99,13.372066
"Gene1672",0,0.493281646067879,0,0.320583789028369,13.372066
"Gene1673",0,0,0,0.99,13.372066
"Gene1674",0,0,0,0.99,13.372066
"Gene1675",0,0,0,0.99,13.372066
"Gene1676",0,0,0,0.99,13.372066
"Gene1677",0,0.0446217234694473,0,0.765141168266861,13.372066
"Gene1678",0,0,0,0.99,13.372066
"Gene1679",0,0.125552036427268,0,0.616298736565496,13.372066
"Gene1680",0,0.338907048972732,0,0.410340449325746,13.372066
"Gene1681",0,0,0,0.99,13.372066
"Gene1682",0,0.226886026661123,0,0.500549088134323,13.372066
"Gene1683",0,0,0,0.99,13.372066
"Gene1684",0,0.0638116421410302,0,0.720909139803435,13.372066
"Gene1685",0,0.0954249286922448,0,0.662210227947307,13.372066
"Gene1686",0,0,0,0.99,13.372066
"Gene1687",0,0.462573564973212,0,0.336127123413574,13.372066
"Gene1688",0,0,0,0.99,13.372066
"Gene1689",0,0,0,0.99,13.372066
"Gene1690",0,0,0,0.99,13.372066
"Gene1691",0,0.102436729696046,0,0.650815556653229,13.372066
"Gene1692",0,0,0,0.99,13.372066
"Gene1693",0,0,0,0.99,13.372066
"Gene1694",0,0,0,0.99,13.372066
"Gene1695",0,0.284424042509465,0,0.450717020098392,13.372066
"Gene1696",0,0,0,0.99,13.372066
"Gene1697",0,0,0,0.99,13.372066
"Gene1698",0,0,0,0.99,13.372066
"Gene1699",0,0,0,0.99,13.372066
"Gene1700",0,0,0,0.99,13.372066
"Gene1701",0,0,0,0.99,13.372066
"Gene1702",0,0,0,0.99,13.372066
"Gene1703",0,0.299175452021569,0,0.439207923525714,13.372066
"Gene1704",0,0,0,0.99,13.372066
"Gene1705",0.0452196295957412,1.82461319933072,0.14,0.0560952610137505,13.372066
"Gene1706",0,0,0,0.99,13.372066
"Gene1707",0,0,0,0.99,13.372066
"Gene1708",0,0.277377255615306,0,0.456381484705528,13.372066
"Gene1709",0,0,0,0.99,13.372066
