,g,pval,qval
1634,HSPE1,0.19266301842412115,0.38992465688024514
1416,ARMC6,0.19308347890965305,0.3903157908842496
3807,MESD,0.19314398104198494,0.3903157908842496
1967,ABI2,0.19313333354468187,0.3903157908842496
581,DNAJC14,0.19355268377273727,0.3909476044441889
1163,MINK1,0.19402017647691217,0.3916974792961471
3403,FAM109A,0.194659346748857,0.3927930298799444
285,BSDC1,0.19544928594958144,0.3941915727526246
3828,Metazoa-SRP,0.1959360336105318,0.39497754175079963
2148,ACTA2,0.1971209433461112,0.39697290421507797
755,FZD2,0.19710942846637325,0.39697290421507797
2611,ENC1,0.1979847231329619,0.39843719681861184
711,FAR1,0.1980438450034525,0.39843719681861184
722,FBXO7,0.19828680318052672,0.3987288976999722
2595,EIF3B,0.19841674226271266,0.39879315605394594
2218,AL359265.2,0.19860510563468026,0.3988991968674322
2535,DDX5,0.19866552138827642,0.3988991968674322
570,DHRS3,0.19925476144482746,0.39988504885623655
102,AGR2,0.2000043781171571,0.4011916308215029
1540,EIF3C,0.2003091664048241,0.40160507747174096
2326,B3GNT7,0.20076351025619532,0.4017244280937635
1534,EEF1A1P24,0.20056101438064577,0.4017244280937635
257,BAIAP2L1,0.20075788436095665,0.4017244280937635
1529,DYNC1LI2,0.20068277671300794,0.4017244280937635
4051,IGF2R,0.2012294513480961,0.4024589026961922
3199,AL158214.1,0.20136688745354414,0.40253596853434415
2302,ARSD,0.20202389432123058,0.4034530176091307
3097,NPIPP1,0.20193189046564497,0.4034530176091307
2830,IRF2BP2,0.20225622799474696,0.4035210038914805
99,AGAP4,0.20224194251409477,0.4035210038914805
3378,EIF4EBP1,0.20256317078201846,0.4039044388383358
4020,NME1,0.2026468953582019,0.4039044388383358
3089,NPIPA3,0.20289899048874382,0.40420895315182936
918,HSPH1,0.20312793213833202,0.4042692830332574
3046,NBPF26,0.20306491174431607,0.4042692830332574
2592,EI24,0.2032990388100998,0.40441206645019856
552,DDX52,0.2034251594871901,0.4044652658098992
3502,KLHDC10,0.20367845320770983,0.40460971077776475
3398,F11R,0.20369663326379361,0.40460971077776475
619,EEF1A2,0.2039534107911969,0.4049221375220348
138,AL445363.3,0.20406830824501077,0.4049527130946825
3543,MEPCE,0.20447200007374422,0.4055560625244342
818,GOLGA3,0.205406661837378,0.4072114533259271
2973,MON1B,0.20556925601719778,0.4073353807156743
2703,GGA1,0.20574347398783133,0.4074822088226148
1623,HNRNPA1P48,0.20601069562858254,0.40781300156047223
1081,LSM12,0.2063261212574613,0.4082388495468486
3434,FZR1,0.20645686387565299,0.4082990456627345
283,BRD3,0.20678688802837009,0.40862016284610264
2499,CTNND1,0.20682003328328535,0.40862016284610264
1409,ARHGEF10L,0.2074150107897229,0.4095968432383174
3472,HSPA8,0.20783123534098424,0.41021975161872254
1722,NCBP2,0.20851277152761194,0.4109670605895306
1598,GNLY,0.2084973327881665,0.4109670605895306
3010,MTCYBP35,0.20840694885728317,0.4109670605895306
2370,C8orf33,0.20887612900844987,0.41108599858045985
448,CNOT7,0.20877235891466805,0.41108599858045985
3632,AC139749.1,0.2087791111135462,0.41108599858045985
2133,AC138969.1,0.2091043375090711,0.4113362269994777
617,ECSIT,0.2092980606882635,0.4113381112771665
2776,HNRNPK,0.20930742713882355,0.4113381112771665
2174,AKR7A2,0.20959879102255197,0.41171191093715565
1127,MCU,0.21037214295737117,0.41303165549276444
2866,KLK11,0.2106541390967842,0.4133858949488485
1602,GPC1,0.21109042574371883,0.413842983033206
940,IL1R1,0.2110729653896085,0.413842983033206
1350,AC020917.1,0.21157853089512646,0.414400683707009
3791,LAMA5,0.21149151920814646,0.414400683707009
2900,LRRC41,0.21196689317100814,0.4149616427157302
2231,AL583805.1,0.21238548804694024,0.4152179060772928
2379,CAPN1,0.21240385269113604,0.4152179060772928
211,ASL,0.21235029771074532,0.4152179060772928
2711,GMPPB,0.2132024830048852,0.41657902344209446
265,BCRP2,0.21361981604839064,0.41719417049757673
84,ADAMTS4,0.21386513460555512,0.41727281775868136
2480,COX6A1,0.2138070311178254,0.41727281775868136
906,HS3ST1,0.21399203972398473,0.4173203649624427
2249,ALDOB,0.21411334812457894,0.417356957311799
3773,INTS1,0.2142400944361773,0.41740410931318417
1151,MGMT,0.21477683919611357,0.4181459717540847
3670,C2orf72,0.21482634568496095,0.4181459717540847
3615,ABHD14B,0.2149740098683356,0.41823337483944834
873,HEIH,0.21509748918228477,0.4182736650606302
3212,AL669983.1,0.2164224204156795,0.42024773429953033
2360,C1RL,0.21639693570296803,0.42024773429953033
1239,N4BP2L2,0.21630441626579644,0.42024773429953033
1438,BAIAP2.AS1,0.2168262419834589,0.42083109435988447
4016,NCKAP5L,0.21724811072754913,0.42144890879939223
3090,NPIPA5,0.2175397872994762,0.42181368952304343
2804,IFNAR1,0.21782423255815675,0.4221641078627133
2800,ID2,0.21817994835800436,0.42265225598147443
54,AC104619.4,0.2189677940235355,0.4239766516059893
3433,FXYD6,0.21951371239190465,0.4246919999965133
1115,MAPKAPK3,0.21954593808173561,0.4246919999965133
2369,C7orf73,0.2201077057374191,0.4253743410974814
540,DDB1,0.220092552645204,0.4253743410974814
2975,MPDU1,0.2203148994028139,0.4255726818079984
3394,ERO1A,0.22070731072601024,0.42612844148712603
1987,AC006511.3,0.22173193736818453,0.42748906620703003
3865,AL365258.2,0.22175842273516466,0.42748906620703003
1123,MBNL1,0.2218321640858102,0.42748906620703003
4035,CD52,0.22183121647714865,0.42748906620703003
2689,FUS,0.2222066512462706,0.4280080788321445
3927,EDF1,0.22269602575760816,0.42854507084324595
403,CEBPB,0.22260612106533817,0.42854507084324595
3608,NOSIP,0.2230935571096232,0.4291071727014019
3831,NBPF12,0.2241012541443309,0.43084180650327203
3914,COX7C,0.2247173183043205,0.43122285020178275
3955,HMGCS1,0.22451111149587866,0.43122285020178275
395,CDIPT,0.2246658258168739,0.43122285020178275
1262,NDEL1,0.22472325928205927,0.43122285020178275
844,GTF2H5,0.22521295163785138,0.43185085294371345
921,IDH1,0.22526274221118026,0.43185085294371345
447,CNOT2,0.22552251865660444,0.4321453158815349
1432,ATP5G3,0.22571846429380538,0.4323172469062531
2903,LRRC75B,0.22639876649540702,0.43341626511585446
727,FGD5.AS1,0.22662111746111435,0.43363796336000726
1335,NSUN2,0.22681641236594763,0.43380770598186413
739,FOXRED1,0.2270533125068801,0.4340568256942236
2303,ASCC2,0.22899851740837596,0.4375699370197606
274,BLCAP,0.2292873330695483,0.4376288771987223
3283,CEACAM1,0.22932254680134023,0.4376288771987223
3819,MT.TS1,0.2293519398193795,0.4376288771987223
343,CAP1,0.230411678988229,0.4394172492955397
2047,AC073621.1,0.23050511725945388,0.4394172492955397
2651,FBLIM1,0.23065804232586629,0.4395029177276572
2318,ATP6V1D,0.23116594700055593,0.4400586549542856
762,GADD45G,0.23114792928059635,0.4400586549542856
1628,HOOK2,0.23144830129329796,0.4403901759063687
2325,B3GAT3,0.23191047875727278,0.4410633871692057
3795,LINC02227,0.2326001198261166,0.4417691030069159
1734,NFKBIE,0.23246218369005245,0.4417691030069159
157,ANKLE2,0.2326071714358282,0.4417691030069159
327,C9orf78,0.2329153269526828,0.44194190242303916
665,EPN2,0.2328748382775755,0.44194190242303916
1714,MZF1,0.2336370511518263,0.4431047521844982
1070,LPAR4,0.2339957333264776,0.44357831142932647
3243,ATP5G1,0.2346900770463206,0.44468743648907116
3566,MRPS35,0.235458621426878,0.44593605826309607
2200,AL133216.2,0.23564375324756703,0.4460791049849292
2452,CLN8,0.2364847086514429,0.4473793998325272
237,ATP6V1G1,0.23655906490068568,0.4473793998325272
2548,DHX15,0.2366604048745531,0.4473793998325272
3313,COX6B1P1,0.2368973430944622,0.4476192616258503
1273,NDUFB8,0.23700725032032122,0.4476192616258503
849,GYS1,0.23929775195631375,0.451735552162429
3554,MMRN2,0.23942223409789987,0.4517610073149988
1202,MRPS7,0.23971480275781643,0.45210345098438964
1485,CLK3,0.2398690243991919,0.45218477503692034
90,ADIPOR2,0.24076244354930165,0.45365886353965634
979,JPT1,0.24144960600574328,0.454322652077381
1685,MALAT1,0.24141831202996378,0.454322652077381
1715,NAB1,0.24125301650677655,0.454322652077381
3085,NPC2,0.24169773501124103,0.45436941408579723
2246,ALDH1B1,0.24159205180102572,0.45436941408579723
3411,FBP1,0.2426325634515758,0.4557740828250057
2552,DMWD,0.24266890355817872,0.4557740828250057
3887,BRD9,0.2429328874591894,0.4560529097847386
141,AL590682.1,0.24315351701053634,0.4560529097847386
2404,CD63,0.24308133962110434,0.4560529097847386
2738,GTF2IP20,0.24397881011585587,0.4571794462115715
2671,FNDC3B,0.243916241040263,0.4571794462115715
2822,IMPDH2,0.2445084300711694,0.4579610264103357
354,CBR1,0.24598507971885553,0.4604978432459062
2049,AC073869.1,0.24608914227514644,0.4604978432459062
3380,EIF4G3,0.2466230558341943,0.4612848516751704
3724,EMX2,0.24704814888757054,0.46186769222435103
3288,CFL1P1,0.24735347337746594,0.4622261876245576
676,ESAM,0.24844394024294125,0.4636479415540529
4055,LAMP2,0.2483206906894042,0.4636479415540529
814,GNB5,0.24845605909813007,0.4636479415540529
671,ERGIC3,0.24863642928337948,0.46377189146808184
398,CDK2AP2,0.2488126929059531,0.46388807151957356
1073,LRP10,0.24921412408687882,0.464423756883515
1382,AL049874.2,0.24962923668049886,0.46498443628816033
2154,ADAMTS2,0.24981758131876908,0.46512239522753435
476,CRACR2B,0.25057216154357376,0.46631399061835627
2650,FAM3C,0.2516567398401869,0.46811834147603326
112,AK2,0.2518448809564282,0.46825430127577106
376,CCT5,0.25213355017779027,0.468576963115802
158,ANKMY1,0.2523123859284223,0.46869530384695524
3971,ITPKC,0.2531644728752944,0.46942114104895144
1204,MSI2,0.25314960564384725,0.46942114104895144
3347,DHCR7,0.2530613831771391,0.46942114104895144
2434,CHPT1,0.2530231832280857,0.46942114104895144
3367,ECI1,0.2537853923797021,0.4703581725798669
2266,ANXA5,0.2548017570740969,0.4720269236648041
2968,MMP24.AS1,0.2549256293050791,0.4720415428897507
2033,AC025154.2,0.25564771122496355,0.47316334001164234
1969,ABR,0.2557816760552182,0.47319610070215357
3834,NEDD4L,0.25699684355461483,0.4748960887261138
1172,MMEL1,0.2569316071385882,0.4748960887261138
3306,COMMD1,0.25705063475764833,0.4748960887261138
212,ASMTL,0.25769956385224735,0.4758789586563733
865,HDAC5,0.25841322493733876,0.4769804197256094
535,DCAF16,0.2590729375583657,0.4773322117983469
3045,NBPF15,0.2589763596549076,0.4773322117983469
2518,DANCR,0.2589754898943215,0.4773322117983469
2772,HMGB1P5,0.25905727502727516,0.4773322117983469
2350,BUD31,0.25944232848368276,0.47779650539755153
2870,KRT18P67,0.2604961987854536,0.4787899031539504
2323,ATXN7L3B,0.2604108732711584,0.4787899031539504
3500,KLC2,0.26066087186605813,0.4787899031539504
3532,MAFG,0.26013170660439755,0.4787899031539504
4058,LSP1,0.26059876886947675,0.4787899031539504
3970,ITGA7,0.26068757380568897,0.4787899031539504
4008,MVB12A,0.2608144290120391,0.47880682276905695
3661,ATP10B,0.26141654975009043,0.47969583294989543
2918,MANBAL,0.26246312772709957,0.48139924734082706
2341,BMF,0.26316701814572774,0.48247286660050087
78,ACTR1B,0.26365104240139303,0.4829873513521454
890,HMGN2P46,0.26368498641387395,0.4829873513521454
2468,COL4A1,0.2644256549784998,0.4841261429430923
3707,CXorf40A,0.2651429469115577,0.4852211303642266
672,ERI3,0.2654940575401582,0.4856453097476152
3800,LPIN3,0.2662102176119776,0.48668693628172444
2549,DHX9,0.26630265530697794,0.48668693628172444
1258,NCKAP1,0.2665799674163776,0.4869750751277634
2396,CD14,0.2669760790923198,0.4874798752381075
3754,GUK1,0.26738709730574395,0.4880114287149676
1984,AC005912.1,0.2682092043822555,0.48929245263818016
1522,DNAJC4,0.2685475380714938,0.4896901791895071
2342,BMS1P8,0.2688511252744904,0.4900242184805983
3110,ABHD12,0.2695807887159444,0.4911342032559954
2559,DPM3,0.26987890880521226,0.491457341761617
2534,DDX42,0.27169648837243354,0.4945459336653867
2926,6-Mar,0.27202590830308904,0.49492420509323753
2609,ELP5,0.27255069606407445,0.4951617972200016
900,HNRNPU,0.2727098672481314,0.4951617972200016
500,CTU1,0.2726530304823511,0.4951617972200016
1299,NFRKB,0.2722951773930887,0.4951617972200016
27,AC016739.1,0.27276480328433506,0.4951617972200016
2503,CTSF,0.27395673533041476,0.4971038398550103
2277,APMAP,0.27452444425208056,0.4977053547816697
3816,MRPS25,0.27453280626163357,0.4977053547816697
3453,GTF3C6,0.2751336082128438,0.4985724779279939
2755,HERC2,0.2761016905765864,0.5001040857350719
110,AIF1,0.27669946137838275,0.5009638824777659
3499,KIAA0319L,0.27728657740944873,0.5018036327507588
1169,MLF2,0.2783482159923134,0.5035009951505403
368,CCHCR1,0.2787503031543387,0.5038462866564057
3742,GAS2L1,0.27878669227278274,0.5038462866564057
1663,KLHL21,0.27935990035806046,0.5046581422358216
3729,FAM3D,0.27970905726340534,0.5049150778948439
2934,MCM3AP,0.2798743036193533,0.5049150778948439
4010,NAGA,0.27985232026186846,0.5049150778948439
542,DDRGK1,0.28084966395396616,0.50645021368748
1217,MTHFD2,0.28154020283484327,0.5074407184479428
1712,MYL5,0.28183336070303433,0.5074407184479428
3345,DECR1,0.2818976571033903,0.5074407184479428
1606,GSDMB,0.2817749486305101,0.5074407184479428
547,DDX3X,0.28316617813145206,0.5094988262577409
3781,KLF16,0.28410032851538725,0.5100395767322109
4000,MIR210HG,0.2841402437758743,0.5100395767322109
126,AL133267.1,0.2842186142576546,0.5100395767322109
2156,ADAMTSL2,0.28394779035510853,0.5100395767322109
39,AC074085.2,0.28382029904765516,0.5100395767322109
3877,ARRDC1,0.283772315080031,0.5100395767322109
3103,NRXN2,0.28466928187542606,0.5104606231622111
2298,ARPC2,0.2852057634080757,0.5104606231622111
785,GDI1,0.28498526229527765,0.5104606231622111
1301,NIT1,0.28481299469576815,0.5104606231622111
2895,LPCAT3,0.28508246233605394,0.5104606231622111
3481,IGFBP3,0.28503658003924015,0.5104606231622111
3698,COX6B1,0.28544902903378455,0.5106714497439574
3215,ANP32A,0.28570366056057994,0.5109024158530581
2339,BLOC1S2,0.2870605991608499,0.5129983343942001
2598,EIF3G,0.2871278146805867,0.5129983343942001
1448,BZW1,0.2872840748405795,0.5130522968851069
760,GABPB2,0.2881849102133184,0.5144353441088622
3303,COL27A1,0.2883672069496692,0.5145350864906417
674,ERMP1,0.2885675577050546,0.5145438429628442
3343,DDX24,0.28862496154402295,0.5145438429628442
1966,ABCF2,0.28935515636336717,0.5156197401045991
1638,IDS,0.2898162414844957,0.5162153622940471
969,ITGB1,0.2902468046170019,0.5167561219559046
623,EEPD1,0.29125958431446486,0.5181059913286153
3990,LYPLA2,0.29114156616315234,0.5181059913286153
3016,MTND4P35,0.2914456997700928,0.5182105714566526
1566,FAM214B,0.292054799061233,0.5188402584806715
509,CWC15,0.2920377479934563,0.5188402584806715
1112,MAPK3,0.29297180953092694,0.5197886943290639
3907,CNOT6,0.2929227663551758,0.5197886943290639
438,CLSTN1,0.29290195815578923,0.5197886943290639
528,DAP3,0.2937660474230638,0.5206889489674746
2757,HEXDC,0.29409973420986335,0.5206889489674746
2962,MMAB,0.29411889279514103,0.5206889489674746
3760,HELZ2,0.29399592899273774,0.5206889489674746
1316,NORAD,0.29409142817854483,0.5206889489674746
3654,ARFRP1,0.2944220847612836,0.5209990804254019
8,ABHD17A,0.294739262121264,0.5212059969999273
4009,MX1,0.2947951363866911,0.5212059969999273
1333,NSFL1C,0.2961053344580109,0.5232951416604882
2702,GCNT3,0.2966881403149212,0.5240975395320006
3492,JAK1,0.29682283282623034,0.5241079954892657
3885,BIRC5,0.29719722057399645,0.524541495115423
2599,EIF3H,0.2975124919087152,0.5248703259941355
139,AL450998.1,0.298912135827725,0.5270662604137536
34,AC026979.3,0.2990162150602843,0.5270662604137536
117,AKAP8L,0.2992489722823646,0.5272481892594042
1084,LTB,0.29985387714647305,0.5280853656365839
1189,MRPL3,0.3004015367903722,0.5288210444363385
3954,HLA.C,0.3009027220946823,0.5290168807452945
3682,CDC42BPB,0.30081183748632967,0.5290168807452945
3636,ADAMTS14,0.3006848600062042,0.5290168807452945
887,HMG20B,0.30220082522199554,0.531069671266633
2716,GNPDA1,0.30342252482442744,0.5325268115719792
1326,NR2F6,0.30336293276068216,0.5325268115719792
2525,DCHS1,0.3032247926628834,0.5325268115719792
3726,EPHX2,0.3040382583570066,0.533377461859059
996,KDM5C,0.3046101003489633,0.5341504129342011
1153,MGST2,0.30499659810400437,0.5345978269953909
1241,NAA50,0.30536343988464165,0.5350104177057649
156,ANAPC7,0.305715714701115,0.5351668640144249
458,COMMD4,0.3056736902136771,0.5351668640144249
270,BICC1,0.30597732929024246,0.5353945529713184
913,HSP90AA1,0.30669589112140383,0.5361908405773684
2568,DYNC1I2,0.306602284396586,0.5361908405773684
2314,ATP5O,0.3075496951140676,0.5374526660001095
437,CLPTM1L,0.3082395744158398,0.538427067756424
2951,MGST3,0.30856913055324764,0.5386471785946789
77,ACTR1A,0.3086302753028971,0.5386471785946789
337,CALM3,0.30922113064317647,0.5394470646025411
3224,AP1M1,0.30993570205871757,0.5399992754190841
489,CSNK1G2,0.3096770710865424,0.5399992754190841
168,AOC1,0.30993214771220035,0.5399992754190841
710,FAM96B,0.3108179055474324,0.5403796990935711
109,AIDA,0.31070638101591397,0.5403796990935711
1728,NECAP2,0.3107699594032569,0.5403796990935711
2010,AC011444.4,0.3104310216388796,0.5403796990935711
1184,MRPL13,0.31039111402975694,0.5403796990935711
3052,NCSTN,0.3110970281511898,0.5406340326965595
235,ATP6V0E2,0.31156139866040333,0.5412099413349729
3666,BCAP29,0.31277040549860735,0.5430783064758242
3246,B3GALT6,0.31375568873155824,0.5442047021173604
2623,ERCC1,0.31382025451337714,0.5442047021173604
100,AGAP6,0.31362308496014946,0.5442047021173604
3384,ELOBP1,0.3139803641921418,0.5442504609293088
3276,CBX7,0.31426729557494604,0.5445159186845595
60,AC145207.3,0.31560624690359496,0.546603159530907
3328,CTBP1,0.31624118281825153,0.5474698486049696
3603,NF1,0.3167843471832229,0.548044045822922
3241,ATP2A3,0.31684217194627406,0.548044045822922
2655,FBXW4,0.31759028852532745,0.5491047044596783
1402,AP3D1,0.3184940410492345,0.550108160634292
805,GMDS,0.31857615101106296,0.550108160634292
1454,CAB39,0.3183385680245231,0.550108160634292
1032,KRTCAP3,0.3188056114288823,0.5502709238827612
2319,ATP6V1F,0.32004446704152134,0.5517260079401619
2721,GPBP1,0.3198555587009324,0.5517260079401619
3256,BRD4,0.3200553082915779,0.5517260079401619
2517,DAGLB,0.3203667793794823,0.5520291245023257
495,CTDSP1,0.32054076025613065,0.5520951731876647
357,CBX6,0.3207492797948428,0.5522206297652327
3915,CPM,0.3212756633545264,0.5525853821065327
3062,NDUFS1,0.3211791915983855,0.5525853821065327
2989,MSC,0.3213684519523742,0.5525853821065327
440,CMTM6,0.3227139044826407,0.5543640828456041
86,ADD3,0.3228115175292584,0.5543640828456041
2450,CLK4,0.3225809080306806,0.5543640828456041
289,BX679664.3,0.3245786233647556,0.5569991224114281
2629,EVI5L,0.32461963596066523,0.5569991224114281
324,C7orf26,0.3249798934119932,0.5573822866358248
119,AKR1C3,0.3254408776568104,0.5579378146854331
3589,MZT2B,0.3256719701813249,0.5580989131107336
3237,ASPSCR1,0.3261280872655854,0.5586453346679009
2952,MID1IP1,0.3263336565709425,0.5587622979569776
1985,AC005944.1,0.3268609210425957,0.5588289691511401
50,AC098614.1,0.32692181217416816,0.5588289691511401
613,EBNA1BP2,0.3268021267287322,0.5588289691511401
3178,ACAP1,0.32667979055517005,0.5588289691511401
1230,MYDGF,0.3277196490254817,0.5597226066024803
3883,BCL6,0.32768916339896637,0.5597226066024803
3586,MYO6,0.3282560667596295,0.5602322983200825
1280,NECTIN4,0.3282933738313014,0.5602322983200825
3034,MZT2A,0.32856885918121503,0.5604674169604129
3947,GRAMD2B,0.3296073488549027,0.5620033137157328
98,AGAP3,0.3309782685366678,0.5627358331191372
2976,MPG,0.33083949581596495,0.5627358331191372
3612,AAMP,0.3302353860164926,0.5627358331191372
303,C19orf25,0.33050601756413234,0.5627358331191372
2640,FAM120A,0.3311430762457822,0.5627358331191372
2430,CHD9,0.330896590765171,0.5627358331191372
537,DCTD,0.33056458195687843,0.5627358331191372
2427,CHCHD2,0.3310495961840919,0.5627358331191372
2701,GATC,0.3322126195657277,0.5638471066023818
2985,MRPL52,0.332170082213201,0.5638471066023818
1166,MKL1,0.3320914463128468,0.5638471066023818
2538,DEF8,0.33294555078048915,0.5648555196651066
3435,GABPB1.AS1,0.3336660321381445,0.56569782970264
3117,AC007279.1,0.3337200218958326,0.56569782970264
244,AUP1,0.3341440635284284,0.566180823713865
2039,AC064799.1,0.3344951068002916,0.5665397772272938
167,ANXA6,0.3346858303246827,0.5666270089107565
146,ALG12,0.3349191575322934,0.5667862665931118
937,IL13RA1,0.33643456058508636,0.5691141569332093
1556,ERCC3,0.33660422860965944,0.5691646075784437
2160,ADNP,0.33725640372822396,0.5700305494908104
705,FAM219B,0.3374816109148593,0.5701744111346938
3295,CKB,0.3383537064716843,0.571213179156654
1600,GOLPH3,0.33837714372154615,0.571213179156654
3356,DNASE2,0.3393451928481085,0.5723551472260441
2983,MRPL42,0.3394755099271918,0.5723551472260441
307,C1QTNF6,0.33939720827779996,0.5723551472260441
1150,MGAT1,0.3401564932081681,0.5732658084295007
2730,GRSF1,0.34077182402087014,0.5735902910524985
1666,L3MBTL2,0.3406393062911709,0.5735902910524985
943,IMP3,0.3406497300643758,0.5735902910524985
2851,KDM4B,0.34184936707132574,0.5751661529476212
3685,CERCAM,0.3422421783145355,0.5755891180744461
2924,MAP4,0.3425400256006983,0.5758520876476011
2335,BET1L,0.343479216940787,0.5771925734719253
3462,HK1,0.3436681628746774,0.5772717387123141
2700,GATA6,0.3439606509465857,0.5775246903269817
2736,GSTO2,0.3443215565044154,0.5776380350078933
1313,NOP53,0.3444180384404605,0.5776380350078933
286,BTBD2,0.34459585970495454,0.5776380350078933
2190,AL080243.2,0.34448000577631,0.5776380350078933
4034,CARD11,0.34481284509991916,0.5777638038520672
2853,KDM6B,0.34577779930140395,0.579101287639663
3541,MCRS1,0.34603791929721384,0.579101287639663
863,HDAC2,0.34593639829320644,0.579101287639663
3078,NKIRAS2,0.34714835353839435,0.5805281498532557
516,CYB5B,0.34717580263951464,0.5805281498532557
2312,ATP5I,0.3475389904640288,0.5808967930959332
3768,IL17RC,0.3478050290182958,0.5810073229629463
3594,NBPF8,0.34789062556773964,0.5810073229629463
3355,DNAJB6,0.3484248716373296,0.5816608808711777
3140,AC024940.2,0.348691832217073,0.5818209682714718
3574,MTCO2P12,0.3488583701022878,0.5818209682714718
61,AC215219.1,0.34894962740802526,0.5818209682714718
3341,DCTN1,0.35005820100588303,0.583430335009805
615,ECHDC2,0.35161682980405884,0.5856840135723885
2536,DDX56,0.351698213555508,0.5856840135723885
1142,METTL1,0.3522349529308082,0.5863379380075212
774,GATAD2A,0.35260051839050977,0.5867065044355579
2382,CASC4,0.35280197446508155,0.5868018128618234
3297,CLEC11A,0.35474454111863174,0.58868982243051
2978,MPRIP,0.3547084357830341,0.58868982243051
2394,CCT3,0.3541704448745828,0.58868982243051
1370,ACAA1,0.35440785013088216,0.58868982243051
562,DGCR8,0.35433441123895804,0.58868982243051
549,DDX41,0.35488254446753587,0.58868982243051
3226,APOPT1,0.35494958826645495,0.58868982243051
1218,MTHFR,0.3558387638415671,0.5899241420917223
1036,LAMP1,0.35679269447460704,0.5912647664949718
556,DENND2D,0.35697473887078723,0.5913256765177469
607,DYNC1I2P1,0.35740491284407905,0.591556728456853
715,FAU,0.3573636673238524,0.591556728456853
125,AL122020.1,0.35829509259307135,0.5927890353064229
1687,MAPK1IP1L,0.3585265305352694,0.5929200860789531
2422,CERS2,0.358665663863976,0.5929200860789531
1065,LMAN2L,0.3589390726673988,0.5931311513423926
2911,LUZP1,0.35915023900787424,0.5932392340755066
1259,NCKIPSD,0.3598767039789239,0.5940298223126916
3497,KCNMA1,0.359920771946707,0.5940298223126916
1229,MYD88,0.3604023956485134,0.5943426865030185
52,AC099518.5,0.36026296484948417,0.5943426865030185
3255,BOP1,0.3607745758949784,0.5944747060293775
2908,LTC4S,0.36072924080853086,0.5944747060293775
796,GHITM,0.362315926378319,0.5967728937109503
3672,CAMK2N1,0.3630855134171649,0.5977985597119179
2649,FAM3A,0.36357060704444,0.5983551842583383
3657,ARHGEF5,0.36432284805246773,0.5993508454218043
518,CYB5R3,0.36453881527289955,0.5994638295598793
2001,AC008753.1,0.3659439621579208,0.6013974646760828
975,JAGN1,0.3660102014748543,0.6013974646760828
1201,MRPS5,0.3663264975424475,0.6016367417226556
2169,AHDC1,0.36645146995834477,0.6016367417226556
4,ABCA7,0.36694931937214037,0.6022111813889562
2414,CDKN2AIPNL,0.3676826270991749,0.6031714197072316
487,CSNK1D,0.3680816202879569,0.6035826730749333
2854,KIAA0141,0.36840869858891767,0.6038757161727326
15,AC004910.1,0.3691835698522393,0.6048771904126816
3655,ARHGAP26,0.36931690864263245,0.6048771904126816
30,AC024619.4,0.37055332989994005,0.6062934285230988
3024,MX2,0.3704694828646258,0.6062934285230988
475,CPTP,0.3706285135541695,0.6062934285230988
1747,NSMCE1,0.3712339582161007,0.6067960682488072
784,GDF15,0.371127241580143,0.6067960682488072
2663,FIS1,0.3717154220810418,0.6073391280087677
314,C1orf56,0.37193103166981445,0.6074475517239747
1657,JDP2,0.37212746903914873,0.6075245884433756
2138,AC145285.7,0.37298659495459907,0.608683015824065
2330,BABAM1,0.3733328532686574,0.6090038929071886
3763,HHAT,0.37420149835281147,0.6099319576675782
2565,DUSP5,0.3741873078334451,0.6099319576675782
594,DPP7,0.3744306331318409,0.610029684838601
3966,IRF7,0.37456122417977,0.610029684838601
33,AC026403.1,0.375047339595019,0.610577068860691
1031,KRT8P45,0.37520864093655293,0.6105954292729989
2245,ALDH1A3,0.37612102382945534,0.6118355583476751
3647,ANGPTL4,0.3763214979638353,0.6119170981673231
2752,HDAC7,0.3765457472083408,0.6120325667724071
1171,MLXIP,0.37669326284149385,0.6120325667724071
2386,CCDC120,0.37685435256501243,0.6120499660573027
3561,MRPL12,0.3778504898645041,0.612934034973508
2965,MMP15,0.37776358721364767,0.612934034973508
3787,KRT18P20,0.3775886291557421,0.612934034973508
493,CTDNEP1,0.37920969191180776,0.6138263135926574
187,AREL1,0.3792081341548995,0.6138263135926574
2392,CCNI,0.37930544930848487,0.6138263135926574
2000,AC008481.2,0.37927562088513267,0.6138263135926574
4001,MIRLET7BHG,0.3789011632330104,0.6138263135926574
131,AL355309.1,0.3788315034019224,0.6138263135926574
2879,LAPTM5,0.3796184065250412,0.6138446223905116
135,AL389915.2,0.3795168356001699,0.6138446223905116
915,HSPA4,0.3803754129821515,0.6148244363929137
697,FAM136A,0.380606633039587,0.6149539485792453
3483,IGFBP6,0.3810814457964946,0.615476779520529
3815,MRPL4,0.38140920668408407,0.6155176333085735
3259,BTF3,0.381273524773885,0.6155176333085735
127,AL138785.1,0.3817520016183451,0.6158266534231727
379,CCT7,0.38298526232771357,0.6173267396727898
1291,NFATC2IP,0.3828580428578724,0.6173267396727898
159,ANKRD1,0.3833725624682994,0.6177063852913613
923,IDH3B,0.3835612326618745,0.6177658159611512
2134,AC139085.1,0.3846759261124485,0.6193160677522411
2030,AC022730.1,0.38560871826744103,0.6205723540326156
154,ANAPC15,0.38603706199379884,0.6210161432074155
2747,HAX1,0.3863897308188222,0.6213378919133173
4002,MR1,0.38661604553835516,0.6214562817302944
