,g,pval,qval
1867,ERLIN1,0.9807030032657388,0.9807036309938074
1868,FAM193B,0.9807032076359776,0.9807036309938074
1869,FAM57A,0.9807028973979253,0.9807036309938074
1968,ABL1,0.7740024024802141,0.9807036309938074
1965,ABCF1,0.9806065382626611,0.9807036309938074
1872,FKBP1A,0.9807032102941434,0.9807036309938074
1858,DPF2,0.9807032222990097,0.9807036309938074
965,ISY1,0.9807033617633362,0.9807036309938074
1537,EHMT1,0.9807032260697466,0.9807036309938074
1527,DUS3L,0.9806987794380475,0.9807036309938074
1269,NDUFA9,0.7805649152821132,0.9807036309938074
1270,NDUFAF3,0.9807032589303946,0.9807036309938074
1275,NDUFS3,0.9807033051850922,0.9807036309938074
1277,NDUFS5P3,0.9807034718647017,0.9807036309938074
1278,NDUFV1,0.9807033212588342,0.9807036309938074
1279,NDUFV3,0.7525743147125197,0.9807036309938074
1281,NEDD8,0.9807033441402025,0.9807036309938074
1282,NEDD9,0.9807033088611781,0.9807036309938074
1283,NEGR1,0.9807032167652229,0.9807036309938074
1284,NEK8,0.9807034907926844,0.9807036309938074
1285,NELFB,0.9807034095488976,0.9807036309938074
1286,NELFE,0.9807033000365112,0.9807036309938074
1290,NFATC1,0.9807034543651918,0.9807036309938074
1292,NFATC4,0.9807033603780047,0.9807036309938074
1295,NFKB2,0.8059178828752589,0.9807036309938074
1296,NFKBIB,0.980703314168165,0.9807036309938074
1297,NFKBIL1,0.9807033286728745,0.9807036309938074
2221,AL359837.1,0.9805663462951999,0.9807036309938074
1298,NFKBIZ,0.9807032517900716,0.9807036309938074
1268,NDUFA8,0.8468702275419268,0.9807036309938074
1264,NDST1,0.9807032704938242,0.9807036309938074
2274,AP1G2,0.9805961252424726,0.9807036309938074
1231,MYH7B,0.9807033824083488,0.9807036309938074
1236,MYO1C,0.9807036309938074,0.9807036309938074
2263,ANKZF1,0.9806826954017548,0.9807036309938074
2262,ANKS3,0.9806172063768521,0.9807036309938074
2259,ANKRD10,0.7754120770357315,0.9807036309938074
2257,ANAPC5,0.9806993580516192,0.9807036309938074
1242,NAA60,0.9807034581322247,0.9807036309938074
1246,NAGK,0.7986054899789159,0.9807036309938074
2247,ALDH2,0.980661216571121,0.9807036309938074
1252,NAV1,0.9807033634561027,0.9807036309938074
1253,NBR1,0.9807033851677673,0.9807036309938074
1254,NCAPH2,0.8545349379821227,0.9807036309938074
1255,NCBP3,0.980703241063658,0.9807036309938074
1256,NCDN,0.9807033014030924,0.9807036309938074
2230,AL513302.1,0.9806783716157133,0.9807036309938074
1261,NCOR1,0.9807033376971993,0.9807036309938074
1266,NDUFA5,0.9807034889124452,0.9807036309938074
1302,NLRC5,0.9807032953069038,0.9807036309938074
1307,NOC4L,0.9807032691975426,0.9807036309938074
1308,NOD1,0.980703354248992,0.9807036309938074
1408,ARHGAP35,0.9806987720023291,0.9807036309938074
1410,ARHGEF2,0.9807030837954749,0.9807036309938074
2114,AC113608.1,0.9806505239340162,0.9807036309938074
1424,ATG7,0.9807010546485695,0.9807036309938074
1428,ATP2C1,0.9807018233456203,0.9807036309938074
1437,AXL,0.980697902191118,0.9807036309938074
1440,BCKDK,0.9807012224014986,0.9807036309938074
2107,AC108114.1,0.9806757943512201,0.9807036309938074
1445,BRF1,0.9807031187807159,0.9807036309938074
1458,CARS2,0.9807029447868031,0.9807036309938074
1463,CC2D1B,0.9807032619925423,0.9807036309938074
1492,COPZ1,0.9807022827402395,0.9807036309938074
1494,COX5B,0.9807029513458979,0.9807036309938074
1496,COX7A2,0.9807032069423801,0.9807036309938074
1509,DAPK3,0.9807032670455089,0.9807036309938074
1519,DHX38,0.9807032806850573,0.9807036309938074
1526,DUS1L,0.9807031310629631,0.9807036309938074
1406,ARHGAP21,0.9807008588454138,0.9807036309938074
1403,AP3S2,0.980702532512153,0.9807036309938074
1399,ANKRD11,0.9807024811043856,0.9807036309938074
1396,AMDHD2,0.9807032898893209,0.9807036309938074
2180,AL032821.1,0.9807033862466027,0.9807036309938074
1310,NOL3,0.9807033476728887,0.9807036309938074
1312,NOP16,0.9807032828342805,0.9807036309938074
1315,NOP9,0.9807034268665297,0.9807036309938074
2171,AKR1A1,0.9806711402432347,0.9807036309938074
1317,NOTCH4,0.9807032972686691,0.9807036309938074
1319,NPEPL1,0.9807034676065174,0.9807036309938074
1323,NPRL3,0.9807033700959478,0.9807036309938074
1531,EDC3,0.9807009110970065,0.9807036309938074
1325,NPTXR,0.8778033217977214,0.9807036309938074
1329,NRP2,0.9807033201162662,0.9807036309938074
1330,NSD2,0.808380314128195,0.9807036309938074
1332,NSDHL,0.9807032831698331,0.9807036309938074
1337,NT5C3B,0.9807035344562764,0.9807036309938074
2140,AC146507.2,0.9806766894317674,0.9807036309938074
1377,ADAMTS10,0.9807025702735037,0.9807036309938074
1387,AL157938.3,0.9807027293820472,0.9807036309938074
1395,ALG1,0.9807029580521481,0.9807036309938074
1328,NRDC,0.980703286434441,0.9807036309938074
3390,EPS15,0.8040416451885325,0.9807036309938074
964,IST1,0.9671552279299296,0.9807036309938074
963,ISOC2,0.9807033040162808,0.9807036309938074
614,EBP,0.9807033503676286,0.9807036309938074
618,EDEM2,0.9807033812817113,0.9807036309938074
622,EEF1GP4,0.9807035395486814,0.9807036309938074
625,EFNA2,0.980703304080017,0.9807036309938074
626,EFNA5,0.9108483338481911,0.9807036309938074
629,EGR1,0.8441292926702118,0.9807036309938074
3100,NR1H3,0.980639333338308,0.9807036309938074
633,EIF3E,0.9214054889774146,0.9807036309938074
634,EIF3M,0.9807033793190002,0.9807036309938074
636,EIF4A1P11,0.9807035374950351,0.9807036309938074
638,EIF5A,0.9807033691736428,0.9807036309938074
639,EIF5AL1,0.9807032590559923,0.9807036309938074
640,EIF5AP2,0.9807032343713687,0.9807036309938074
642,ELAC2,0.9807032739674473,0.9807036309938074
643,ELAVL1,0.9807032864663091,0.9807036309938074
3086,NPEPPS,0.9806983704656114,0.9807036309938074
644,ELL,0.9807033398079997,0.9807036309938074
612,EBF4,0.7523045005612671,0.9807036309938074
647,EMC10,0.9807032214798143,0.9807036309938074
611,E4F1,0.9807034884831584,0.9807036309938074
603,DUSP18,0.9807032972236788,0.9807036309938074
577,DMTN,0.9807033314454076,0.9807036309938074
3161,AC093142.1,0.8500111641237819,0.9807036309938074
580,DNAJB11,0.980703604478135,0.9807036309938074
583,DNAJC30,0.9807035566667831,0.9807036309938074
584,DNAJC5,0.9807033017217739,0.9807036309938074
3151,AC087633.2,0.9360702234873781,0.9807036309938074
587,DNM1,0.9807033624138234,0.9807036309938074
588,DNM1L,0.835698292811774,0.9807036309938074
590,DOCK7,0.9807033212100946,0.9807036309938074
592,DOT1L,0.9807033261909046,0.9807036309938074
596,DRAP1,0.9807033507050569,0.9807036309938074
597,DRG1,0.7908302277654988,0.9807036309938074
598,DRG2,0.9807032515801173,0.9807036309938074
599,DTX2,0.9807034645124686,0.9807036309938074
600,DTX3,0.9807033682466513,0.9807036309938074
602,DTX4,0.9807034206372042,0.9807036309938074
3129,AC012354.2,0.914974327216505,0.9807036309938074
606,DVL2,0.9807035649807327,0.9807036309938074
576,DLST,0.9807032474672625,0.9807036309938074
648,EMC3,0.9087019049894903,0.9807036309938074
3076,NIPSNAP1,0.9806403077513323,0.9807036309938074
3022,MTX1,0.9806242378356503,0.9807036309938074
689,FAF1,0.9807032577597113,0.9807036309938074
690,FAF2,0.9807032522905877,0.9807036309938074
3019,MTRNR2L11,0.9806987083401402,0.9807036309938074
691,FAHD2CP,0.8242231628230465,0.9807036309938074
693,FAM120AOS,0.9807032572695054,0.9807036309938074
695,FAM129B,0.9807032619766083,0.9807036309938074
698,FAM149A,0.980703370335897,0.9807036309938074
700,FAM160A2,0.9807032706784717,0.9807036309938074
701,FAM173A,0.9807032407506013,0.9807036309938074
702,FAM177A1,0.9807032655739529,0.9807036309938074
1937,MRPS21,0.980702960405663,0.9807036309938074
707,FAM50A,0.980703309162051,0.9807036309938074
709,FAM89B,0.7771921738376364,0.9807036309938074
712,FARP1,0.980703344067093,0.9807036309938074
713,FARSB,0.9807032507665443,0.9807036309938074
2996,MT.ND6,0.9806845406597182,0.9807036309938074
688,FAAP20,0.980703387368554,0.9807036309938074
3077,NISCH,0.9806660481881229,0.9807036309938074
684,EXOC3,0.9807033531551617,0.9807036309938074
680,ETS1,0.7587485158268802,0.9807036309938074
652,EML3,0.9807033254129459,0.9807036309938074
3072,NET1,0.980613973717736,0.9807036309938074
3071,NENF,0.9805892033200412,0.9807036309938074
653,EML4,0.9807034495652487,0.9807036309938074
654,EML6,0.9807034332214559,0.9807036309938074
3067,NEAT1,0.9806145381355151,0.9807036309938074
655,EMP1,0.9807032628183006,0.9807036309938074
657,ENDOV,0.9807033760965551,0.9807036309938074
658,ENTPD1,0.8114199022830714,0.9807036309938074
659,ENTPD2,0.9807032614798411,0.9807036309938074
660,ENTPD4,0.9807033978382278,0.9807036309938074
3058,NDUFB1,0.8528203982439004,0.9807036309938074
663,EPHB4,0.980703209049417,0.9807036309938074
3051,NCOA7,0.980665573045883,0.9807036309938074
669,ERF,0.8636274490687857,0.9807036309938074
677,ESYT1,0.9807033691755174,0.9807036309938074
678,ETF1,0.9807032931923592,0.9807036309938074
3028,MYO19,0.9807013004983207,0.9807036309938074
575,DLG5,0.9807033236461361,0.9807036309938074
574,DLG1,0.9807032805922649,0.9807036309938074
573,DIS3L2,0.9807033065076207,0.9807036309938074
484,CRYBB2P1,0.9807032236655855,0.9807036309938074
3321,CREB3,0.7732940579263964,0.9807036309938074
3320,CRB3,0.8103149870553561,0.9807036309938074
488,CSNK1E,0.9807033089427231,0.9807036309938074
490,CSNK2B,0.9807032119456557,0.9807036309938074
3310,COPG1,0.9770053563323648,0.9807036309938074
3308,COPA,0.9000889556440674,0.9807036309938074
491,CSPG4,0.7760941840851695,0.9807036309938074
492,CTC1,0.8756515742583311,0.9807036309938074
494,CTDP1,0.9807033974708049,0.9807036309938074
3294,CHST15,0.8214421901894036,0.9807036309938074
3293,CHD8,0.8313916860483623,0.9807036309938074
497,CTIF,0.980703437624915,0.9807036309938074
3291,CHCHD5,0.7572333779580875,0.9807036309938074
3286,CEP89,0.805809214018393,0.9807036309938074
501,CU639417.2,0.767305365966114,0.9807036309938074
502,CUEDC2,0.9807033452040387,0.9807036309938074
3323,CRELD1,0.9162155635677028,0.9807036309938074
3281,CDKN1C,0.9724580979960312,0.9807036309938074
3324,CSNK2A1,0.9540614288184344,0.9807036309938074
3327,CST5,0.8191634617485756,0.9807036309938074
456,COG2,0.9807034069750615,0.9807036309938074
3385,ELOF1,0.8413204400700093,0.9807036309938074
459,COMMD5,0.9807036203262337,0.9807036309938074
460,COMT,0.9807033698035096,0.9807036309938074
3377,EIF4E2,0.8314618085496834,0.9807036309938074
3376,EIF2S2,0.9235860203057521,0.9807036309938074
3366,ECE1,0.8755027012426758,0.9807036309938074
3363,DST,0.8939909584221686,0.9807036309938074
3360,DPP6,0.9609583616128969,0.9807036309938074
471,CPSF1,0.9807034662127426,0.9807036309938074
3357,DNPEP,0.866022848817075,0.9807036309938074
3351,DLGAP4,0.9304426705296959,0.9807036309938074
474,CPSF4,0.9807034871128146,0.9807036309938074
3339,DAG1,0.9361707210851244,0.9807036309938074
478,CRELD2,0.9807033462238218,0.9807036309938074
479,CRK,0.9807033887426397,0.9807036309938074
481,CRTC2,0.9807032772826676,0.9807036309938074
482,CRTC3,0.9807033530558077,0.9807036309938074
3274,CAPRIN1,0.9572320941564336,0.9807036309938074
504,CUL4B,0.9807034141473103,0.9807036309938074
505,CUL7,0.9807033052253961,0.9807036309938074
545,DDX27,0.9807034448815326,0.9807036309938074
551,DDX51,0.9807033058196435,0.9807036309938074
3201,AL354868.1,0.9360854815596964,0.9807036309938074
554,DEDD,0.9807034556230564,0.9807036309938074
555,DEK,0.9807034357203109,0.9807036309938074
559,DGCR2,0.9807032951138204,0.9807036309938074
560,DGCR6,0.9807032572732546,0.9807036309938074
3191,AKT1,0.7716374913083586,0.9807036309938074
561,DGCR6L,0.9807034475228597,0.9807036309938074
3189,AKIP1,0.8039246016477853,0.9807036309938074
563,DGKA,0.9807034427201063,0.9807036309938074
567,DHPS,0.980703236898317,0.9807036309938074
568,DHRS1,0.9807032870568068,0.9807036309938074
3174,AC135721.1,0.8641483809404231,0.9807036309938074
571,DIAPH1,0.9807034205266023,0.9807036309938074
3170,AC130651.1,0.7574531876929533,0.9807036309938074
3168,AC123769.1,0.9681841900135206,0.9807036309938074
544,DDX21,0.980703349297231,0.9807036309938074
543,DDX18,0.9807034226561578,0.9807036309938074
541,DDIT3,0.9807034630390229,0.9807036309938074
3214,ANG,0.8897582826937045,0.9807036309938074
507,CUTA,0.9807032747407174,0.9807036309938074
3264,C12orf57,0.780970037760906,0.9807036309938074
510,CX3CL1,0.9807033066069744,0.9807036309938074
511,CXADR,0.8881766556683556,0.9807036309938074
512,CXCL16,0.9807033679439029,0.9807036309938074
514,CYB561,0.84385278764587,0.9807036309938074
3252,BECN1,0.9025506527929188,0.9807036309938074
3251,BCL6B,0.923401084947791,0.9807036309938074
2995,MT.ND5,0.9806741463268847,0.9807036309938074
515,CYB561D2,0.9807033171506511,0.9807036309938074
3236,ASH2L,0.8327924905579257,0.9807036309938074
520,CYFIP2,0.9807034892405029,0.9807036309938074
3233,ARL2,0.9437049269224219,0.9807036309938074
524,CYTH4,0.9807032721359686,0.9807036309938074
525,DAB2IP,0.9807033785541615,0.9807036309938074
529,DARS,0.9807033508475267,0.9807036309938074
3219,AP001024.1,0.948320447065629,0.9807036309938074
538,DCTN2,0.9807032828933303,0.9807036309938074
3238,ATAD3C,0.9500960030293881,0.9807036309938074
716,FBRS,0.9807033921862903,0.9807036309938074
718,FBXL17,0.7828126536973401,0.9807036309938074
720,FBXO18,0.9807032090831596,0.9807036309938074
883,HIPK3,0.8851087504369263,0.9807036309938074
884,HIRA,0.9807032731566853,0.9807036309938074
2760,HIP1,0.9806866362858615,0.9807036309938074
2759,HIGD2A,0.9807017536460737,0.9807036309938074
885,HLA.F,0.9807032168570777,0.9807036309938074
886,HLX,0.980703258055897,0.9807036309938074
888,HMGCL,0.9807034851866477,0.9807036309938074
891,HMGXB3,0.9807032792678635,0.9807036309938074
2748,HCFC1,0.9805773628773885,0.9807036309938074
892,HMOX2,0.980703392751484,0.9807036309938074
893,HNF4A,0.9807034738799114,0.9807036309938074
894,HNMT,0.9418238485345607,0.9807036309938074
2742,GTPBP4,0.9806942650966407,0.9807036309938074
2741,GTPBP1,0.8245201707191356,0.9807036309938074
2740,GTF3C1,0.9807034218847563,0.9807036309938074
901,HOMER3,0.9807032698536504,0.9807036309938074
2733,GSTM1,0.9806546321075843,0.9807036309938074
881,HIC1,0.9807033335449596,0.9807036309938074
903,HPS6,0.9807033470402107,0.9807036309938074
880,HGSNAT,0.9807033047998625,0.9807036309938074
2769,HLA.E,0.9807026512213272,0.9807036309938074
843,GTF2E2,0.9807034860517826,0.9807036309938074
2799,ICAM2,0.9806907408746126,0.9807036309938074
850,H2AFY,0.980703357255854,0.9807036309938074
854,HABP4,0.9807032933348285,0.9807036309938074
855,HACD2,0.9807032854446546,0.9807036309938074
856,HACD3,0.903297048936077,0.9807036309938074
858,HAPLN3,0.9807034221434523,0.9807036309938074
859,HAS2,0.9807033446950845,0.9807036309938074
862,HDAC10,0.796663958781094,0.9807036309938074
2787,HSD11B1L,0.9806995512352912,0.9807036309938074
864,HDAC3,0.9807033580422498,0.9807036309938074
866,HDAC6,0.7637636904518437,0.9807036309938074
868,HDDC3,0.9807033149067567,0.9807036309938074
870,HDGFL2,0.9807032889988879,0.9807036309938074
874,HELLPAR,0.9807034965552531,0.9807036309938074
875,HEPH,0.9807032960136267,0.9807036309938074
2770,HM13,0.9806338723618513,0.9807036309938074
877,HEXA,0.9807034527830194,0.9807036309938074
905,HS1BP3,0.8583109098991862,0.9807036309938074
2726,GPSM1,0.9806235538656477,0.9807036309938074
908,HSD11B2,0.9807032231500733,0.9807036309938074
942,ILF2,0.9807033954293588,0.9807036309938074
2673,FOXA3,0.9806698737899462,0.9807036309938074
2672,FNTB,0.980681244197372,0.9807036309938074
944,IMPAD1,0.9807035031801471,0.9807036309938074
2665,FLOT2,0.9806867065095609,0.9807036309938074
948,INPPL1,0.9807033950319423,0.9807036309938074
949,INSIG1,0.9807033082153791,0.9807036309938074
950,INTS10,0.9807032921941368,0.9807036309938074
2660,FEM1B,0.7650564790683394,0.9807036309938074
951,INTS11,0.9807034971476317,0.9807036309938074
952,INTS3,0.9807034469642255,0.9807036309938074
953,INTS5,0.9807033953656221,0.9807036309938074
955,IPO5,0.7644679753657494,0.9807036309938074
956,IPO7,0.8137992430791585,0.9807036309938074
2653,FBXO25,0.7906186462623785,0.9807036309938074
957,IQSEC1,0.9807032864325664,0.9807036309938074
958,IQSEC2,0.9807033625038043,0.9807036309938074
941,IL4R,0.9807034033252015,0.9807036309938074
939,IL17RA,0.9807032329429309,0.9807036309938074
936,IL11RA,0.9807033508325298,0.9807036309938074
934,IKBKB,0.980703396051728,0.9807036309938074
909,HSD17B10,0.9807032512014496,0.9807036309938074
911,HSF1,0.980703409035255,0.9807036309938074
912,HSH2D,0.9807034059805824,0.9807036309938074
2715,GNE,0.8188602238935173,0.9807036309938074
914,HSP90B1,0.9807032911640462,0.9807036309938074
2710,GLT8D1,0.9806956613038375,0.9807036309938074
2709,GLRX5,0.9806606662119086,0.9807036309938074
916,HSPA9,0.8664448766298142,0.9807036309938074
842,GSTZ1,0.9807034190269155,0.9807036309938074
920,ICOSLG,0.9807033753973278,0.9807036309938074
924,IDH3G,0.7704323396105949,0.9807036309938074
925,IDUA,0.9807034178159185,0.9807036309938074
2691,FUZ,0.9806975586973496,0.9807036309938074
926,IER2,0.980703260774994,0.9807036309938074
928,IFI27L2,0.980703350153924,0.9807036309938074
929,IFNAR2,0.9807032375263048,0.9807036309938074
930,IFT122,0.9807034200673233,0.9807036309938074
931,IFT172,0.9807032549834397,0.9807036309938074
2695,GADD45GIP1,0.9806170082328982,0.9807036309938074
2646,FAM208A,0.9806068155963946,0.9807036309938074
840,GSTO1,0.9807033760909313,0.9807036309938074
836,GSK3B,0.9807032452589934,0.9807036309938074
754,FYTTD1,0.9807033317415943,0.9807036309938074
2938,MCRIP2,0.9806420687343951,0.9807036309938074
2936,MCOLN1,0.9806994943580417,0.9807036309938074
2935,MCM7,0.9807005173776095,0.9807036309938074
2933,MCF2L,0.9805438126326026,0.9807036309938074
2931,MBD1,0.8569994156827164,0.9807036309938074
2925,MAPRE2,0.9806770758079493,0.9807036309938074
759,GABBR1,0.980703494993698,0.9807036309938074
2919,MAP1LC3B,0.9806197560169533,0.9807036309938074
763,GALK1,0.9807032369470563,0.9807036309938074
2915,MAD2L2,0.9807005763046468,0.9807036309938074
764,GALNT1,0.9807032287804034,0.9807036309938074
2913,LYPD6B,0.9806834719800459,0.9807036309938074
765,GALNT2,0.9807033705196082,0.9807036309938074
766,GALNT6,0.9807032772545488,0.9807036309938074
768,GAPDHP35,0.9807033349134178,0.9807036309938074
2907,LTBP3,0.9806507141975289,0.9807036309938074
753,FYN,0.9807033404191196,0.9807036309938074
771,GAPDHP72,0.9807033515664365,0.9807036309938074
752,FYCO1,0.9807033456202002,0.9807036309938074
750,FUOM,0.9807033517520221,0.9807036309938074
721,FBXO31,0.9742729404917713,0.9807036309938074
723,FCHSD1,0.9807033173502958,0.9807036309938074
725,FERMT3,0.9807032564934239,0.9807036309938074
728,FHOD1,0.980703438995255,0.9807036309938074
729,FLCN,0.869797939980117,0.9807036309938074
2969,MMS19,0.9806999977632314,0.9807036309938074
731,FMNL1,0.9807032575319483,0.9807036309938074
732,FNBP4,0.980703339996397,0.9807036309938074
733,FNDC4,0.9807034671425506,0.9807036309938074
734,FNIP2,0.9807033263352488,0.9807036309938074
735,FO538757.1,0.7991975664284926,0.9807036309938074
2956,MIR1244.2,0.9806809835983309,0.9807036309938074
738,FOXK1,0.9807033077636012,0.9807036309938074
2949,MFHAS1,0.9806663652249106,0.9807036309938074
742,FP565260.3,0.9807034059768331,0.9807036309938074
744,FRG1,0.9807033608344705,0.9807036309938074
749,FUK,0.8157001446924483,0.9807036309938074
751,FUT11,0.9807034341840681,0.9807036309938074
773,GART,0.9807033637016757,0.9807036309938074
780,GCC2,0.9807032088319647,0.9807036309938074
781,GCDH,0.9807033053210006,0.9807036309938074
